Train_ID,Source,Destination,Date,Time,Day,Month,Holiday,Passengers,Capacity,Platform
12804,Delhi,Bangalore,2024-09-17,13:45,17,9,0,593,1000,3
12805,Chennai,Kolkata,2024-01-04,18:45,4,1,0,1067,1200,9
12806,Mumbai,Bangalore,2024-10-06,18:30,6,10,1,234,800,6
12807,Hyderabad,Kolkata,2024-09-03,22:00,3,9,0,345,1200,8
12808,Bangalore,Hyderabad,2024-09-24,19:00,24,9,0,451,1000,9
12809,Pune,Bangalore,2024-06-08,19:00,8,6,0,1125,1000,8
12810,Chennai,Kolkata,2024-08-28,18:30,28,8,0,631,1000,5
12811,Delhi,Hyderabad,2024-12-21,19:30,21,12,0,944,1200,1
12812,Kolkata,Chennai,2024-10-23,05:00,23,10,0,872,1000,5
12813,Chennai,Hyderabad,2024-03-05,16:00,5,3,0,1071,1000,3
12814,Bangalore,Mumbai,2024-05-20,08:00,20,5,0,959,800,10
12815,Kolkata,Delhi,2024-12-03,14:30,3,12,0,1027,800,4
12816,Chennai,Delhi,2024-09-27,01:30,27,9,0,286,800,8
12817,Pune,Chennai,2024-07-15,07:45,15,7,0,943,1200,4
12818,Bangalore,Pune,2024-06-25,01:30,25,6,0,973,800,3
12819,Chennai,Bangalore,2024-08-31,09:45,31,8,0,964,1200,7
12820,Kolkata,Pune,2024-07-18,15:30,18,7,1,348,1200,1
12821,Mumbai,Bangalore,2024-07-14,21:30,14,7,0,1184,1200,2
12822,Bangalore,Pune,2024-06-30,13:30,30,6,0,543,1000,2
12823,Mumbai,Pune,2024-10-26,12:45,26,10,0,991,1200,10
12824,Pune,Delhi,2024-09-23,10:15,23,9,0,520,1200,1
12825,Pune,Hyderabad,2024-01-07,13:00,7,1,1,737,800,6
12826,Delhi,Pune,2024-05-25,08:15,25,5,0,234,800,1
12827,Bangalore,Pune,2024-04-21,19:00,21,4,0,925,800,10
12828,Delhi,Bangalore,2024-12-02,20:15,2,12,0,1117,800,5
12829,Mumbai,Bangalore,2024-12-04,02:45,4,12,1,1144,1000,6
12830,Mumbai,Delhi,2024-02-07,08:00,7,2,0,591,1000,1
12831,Mumbai,Chennai,2024-04-01,14:00,1,4,1,703,800,3
12832,Kolkata,Chennai,2024-02-25,04:45,25,2,0,423,1200,8
12833,Kolkata,Mumbai,2024-02-22,01:00,22,2,0,272,1200,8
12834,Hyderabad,Bangalore,2024-03-17,20:00,17,3,1,1155,800,5
12835,Delhi,Pune,2024-06-17,12:00,17,6,1,727,1200,8
12836,Chennai,Bangalore,2024-02-05,17:15,5,2,1,203,1000,2
12837,Bangalore,Kolkata,2024-07-02,10:30,2,7,0,610,800,6
12838,Bangalore,Mumbai,2024-02-11,14:30,11,2,0,863,800,9
12839,Hyderabad,Bangalore,2024-12-04,06:30,4,12,0,912,1000,6
12840,Chennai,Hyderabad,2024-11-19,14:15,19,11,0,343,800,1
12841,Kolkata,Bangalore,2024-05-02,15:45,2,5,0,264,1200,8
12842,Bangalore,Chennai,2024-01-09,01:30,9,1,0,257,1000,7
12843,Hyderabad,Mumbai,2024-11-30,21:45,30,11,0,1162,1200,10
12844,Delhi,Hyderabad,2024-01-19,23:15,19,1,0,700,1200,8
12845,Bangalore,Hyderabad,2024-05-04,22:15,4,5,0,214,800,5
12846,Pune,Hyderabad,2024-08-21,19:15,21,8,0,1055,1200,2
12847,Hyderabad,Bangalore,2024-10-31,19:15,31,10,1,264,800,6
12848,Pune,Kolkata,2024-12-13,12:30,13,12,0,323,1200,6
12849,Pune,Delhi,2024-01-24,18:15,24,1,0,543,800,5
12850,Delhi,Bangalore,2024-03-27,22:30,27,3,1,766,800,4
12851,Bangalore,Hyderabad,2024-03-09,03:45,9,3,0,996,800,8
12852,Hyderabad,Delhi,2024-01-04,05:00,4,1,0,923,1200,7
12853,Kolkata,Chennai,2024-12-20,04:15,20,12,0,346,1200,9
12854,Chennai,Bangalore,2024-05-02,05:00,2,5,1,810,800,10
12855,Hyderabad,Pune,2024-06-03,11:45,3,6,0,204,1200,4
12856,Hyderabad,Kolkata,2024-02-18,19:30,18,2,0,1083,1200,8
12857,Pune,Kolkata,2024-12-03,06:30,3,12,0,254,800,3
12858,Kolkata,Chennai,2024-09-11,05:15,11,9,0,886,800,6
12859,Mumbai,Delhi,2024-08-10,08:30,10,8,0,831,1000,2
12860,Kolkata,Hyderabad,2024-10-02,05:15,2,10,1,1004,800,9
12861,Hyderabad,Delhi,2024-04-30,23:45,30,4,0,806,1200,7
12862,Delhi,Pune,2024-12-12,10:15,12,12,0,997,800,4
12863,Hyderabad,Mumbai,2024-07-30,06:45,30,7,0,1112,800,8
12864,Bangalore,Chennai,2024-01-28,13:15,28,1,1,421,1200,3
12865,Chennai,Mumbai,2024-03-10,14:15,10,3,0,847,1000,4
12866,Mumbai,Delhi,2024-01-17,22:00,17,1,0,487,800,8
12867,Chennai,Bangalore,2024-03-28,10:15,28,3,0,1107,1000,10
12868,Delhi,Kolkata,2024-10-10,07:00,10,10,1,621,1200,4
12869,Bangalore,Chennai,2024-08-24,08:00,24,8,0,947,1000,4
12870,Mumbai,Bangalore,2024-10-23,07:15,23,10,0,1135,1200,7
12871,Hyderabad,Delhi,2024-08-28,23:00,28,8,1,635,1200,8
12872,Pune,Kolkata,2024-02-20,14:45,20,2,0,446,800,7
12873,Delhi,Mumbai,2024-07-02,09:15,2,7,0,863,800,8
12874,Kolkata,Mumbai,2024-03-23,22:45,23,3,0,1078,1200,8
12875,Chennai,Delhi,2024-12-26,12:15,26,12,1,1008,1000,1
12876,Pune,Kolkata,2024-02-06,12:30,6,2,0,743,800,7
12877,Pune,Mumbai,2024-12-23,19:15,23,12,0,1006,1200,10
12878,Mumbai,Pune,2024-01-29,16:30,29,1,0,1109,800,7
12879,Mumbai,Bangalore,2024-11-12,01:30,12,11,0,575,800,9
12880,Kolkata,Delhi,2024-03-11,10:15,11,3,1,752,800,10
12881,Pune,Kolkata,2024-04-17,23:15,17,4,0,528,1000,9
12882,Kolkata,Chennai,2024-05-21,01:00,21,5,1,581,1000,8
12883,Bangalore,Kolkata,2024-03-03,15:30,3,3,0,662,1200,2
12884,Delhi,Bangalore,2024-02-14,02:45,14,2,0,1119,800,2
12885,Hyderabad,Mumbai,2024-05-21,03:15,21,5,0,708,800,9
12886,Kolkata,Hyderabad,2024-05-30,13:15,30,5,1,685,1000,8
12887,Kolkata,Pune,2024-01-11,09:15,11,1,0,264,800,9
12888,Kolkata,Mumbai,2024-07-29,18:30,29,7,0,871,1200,8
12889,Bangalore,Pune,2024-12-22,16:45,22,12,0,668,1000,5
12890,Delhi,Chennai,2024-04-26,15:30,26,4,0,1194,1000,3
12891,Mumbai,Chennai,2024-08-21,05:15,21,8,0,928,1200,3
12892,Delhi,Pune,2024-12-20,21:15,20,12,0,365,800,1
12893,Mumbai,Kolkata,2024-03-05,14:30,5,3,0,578,800,9
12894,Kolkata,Hyderabad,2024-12-06,10:30,6,12,1,351,1000,9
12895,Delhi,Kolkata,2024-06-03,03:00,3,6,0,614,1000,8
12896,Mumbai,Delhi,2024-01-03,23:30,3,1,0,862,1200,8
12897,Mumbai,Kolkata,2024-12-07,04:45,7,12,0,546,1200,8
12898,Hyderabad,Mumbai,2024-12-13,17:00,13,12,1,515,800,10
12899,Pune,Delhi,2024-08-16,11:00,16,8,0,534,800,10
12900,Bangalore,Delhi,2024-05-22,06:00,22,5,1,285,1200,2
12901,Bangalore,Chennai,2024-04-09,15:30,9,4,0,817,1200,6
12902,Chennai,Delhi,2024-08-06,11:45,6,8,0,581,800,6
12903,Mumbai,Chennai,2024-08-16,17:00,16,8,1,420,1200,7
12904,Pune,Chennai,2024-05-27,05:45,27,5,0,946,1000,10
12905,Bangalore,Hyderabad,2024-03-14,06:30,14,3,0,686,1200,2
12906,Bangalore,Chennai,2024-02-15,00:45,15,2,1,854,1000,3
12907,Bangalore,Chennai,2024-12-29,18:15,29,12,1,404,800,5
12908,Bangalore,Chennai,2024-01-22,09:30,22,1,1,705,1200,4
12909,Hyderabad,Delhi,2024-03-19,08:30,19,3,1,1178,1200,2
12910,Kolkata,Pune,2024-05-27,13:15,27,5,0,703,1200,1
12911,Hyderabad,Chennai,2024-09-09,02:30,9,9,1,795,1000,5
12912,Kolkata,Pune,2024-08-31,22:00,31,8,0,582,1200,5
12913,Delhi,Kolkata,2024-01-30,04:30,30,1,0,672,1200,6
12914,Delhi,Hyderabad,2024-05-19,11:45,19,5,0,851,1000,5
12915,Mumbai,Kolkata,2024-11-23,02:15,23,11,0,984,1200,2
12916,Bangalore,Delhi,2024-10-05,10:30,5,10,0,1046,1200,5
12917,Kolkata,Pune,2024-12-18,11:00,18,12,0,747,1200,3
12918,Hyderabad,Mumbai,2024-09-22,09:30,22,9,1,997,1000,6
12919,Delhi,Hyderabad,2024-04-21,04:15,21,4,0,1051,800,7
12920,Chennai,Hyderabad,2024-02-29,04:00,29,2,0,691,1000,6
12921,Delhi,Bangalore,2024-11-01,16:30,1,11,0,376,1200,1
12922,Kolkata,Hyderabad,2024-04-23,04:15,23,4,0,904,800,3
12923,Delhi,Mumbai,2024-02-10,13:00,10,2,1,279,800,7
12924,Hyderabad,Mumbai,2024-02-25,01:00,25,2,0,680,800,1
12925,Hyderabad,Chennai,2024-12-07,00:00,7,12,0,1001,800,10
12926,Delhi,Mumbai,2024-12-09,11:00,9,12,0,292,800,10
12927,Mumbai,Chennai,2024-03-23,16:15,23,3,0,717,1200,2
12928,Pune,Bangalore,2024-01-08,16:15,8,1,0,932,800,3
12929,Pune,Bangalore,2024-01-03,23:00,3,1,1,1146,800,6
12930,Kolkata,Bangalore,2024-04-04,14:00,4,4,1,385,1000,7
12931,Delhi,Kolkata,2024-04-26,13:00,26,4,0,979,1000,8
12932,Hyderabad,Kolkata,2024-03-10,15:30,10,3,0,921,1000,2
12933,Mumbai,Bangalore,2024-02-29,12:30,29,2,0,667,1200,8
12934,Delhi,Kolkata,2024-07-27,09:45,27,7,1,393,800,6
12935,Delhi,Hyderabad,2024-12-11,15:00,11,12,0,605,1000,2
12936,Delhi,Bangalore,2024-07-24,22:00,24,7,0,959,800,6
12937,Delhi,Chennai,2024-04-12,19:45,12,4,1,325,800,8
12938,Mumbai,Pune,2024-10-24,18:30,24,10,1,974,1200,6
12939,Chennai,Pune,2024-11-04,12:45,4,11,0,723,1000,8
12940,Hyderabad,Delhi,2024-05-08,15:45,8,5,0,436,1200,1
12941,Hyderabad,Pune,2024-01-28,02:45,28,1,0,894,800,7
12942,Bangalore,Pune,2024-06-16,04:30,16,6,0,836,1200,2
12943,Kolkata,Bangalore,2024-09-09,14:15,9,9,1,500,1200,8
12944,Bangalore,Mumbai,2024-10-04,10:00,4,10,1,1175,800,2
12945,Chennai,Bangalore,2024-06-10,12:45,10,6,0,670,800,3
12946,Bangalore,Pune,2024-06-04,22:15,4,6,0,703,1000,5
12947,Kolkata,Chennai,2024-09-06,03:45,6,9,1,875,1200,8
12948,Bangalore,Delhi,2024-09-16,01:45,16,9,1,469,1000,10
12949,Kolkata,Mumbai,2024-05-25,10:00,25,5,0,228,1200,3
12950,Pune,Mumbai,2024-06-27,23:00,27,6,0,983,1200,7
12951,Hyderabad,Bangalore,2024-06-25,11:45,25,6,0,559,800,4
12952,Delhi,Pune,2024-06-08,18:00,8,6,0,1132,1200,5
12953,Hyderabad,Chennai,2024-03-27,00:30,27,3,1,238,1000,10
12954,Bangalore,Chennai,2024-05-16,00:45,16,5,0,802,800,7
12955,Bangalore,Chennai,2024-06-14,18:00,14,6,0,1027,1000,4
12956,Mumbai,Bangalore,2024-09-14,21:30,14,9,0,370,1200,6
12957,Chennai,Delhi,2024-09-11,20:00,11,9,0,1060,1200,5
12958,Mumbai,Hyderabad,2024-06-01,18:45,1,6,0,1023,800,10
12959,Hyderabad,Kolkata,2024-06-21,08:00,21,6,1,780,1200,7
12960,Delhi,Chennai,2024-02-09,20:30,9,2,1,716,1000,9
12961,Mumbai,Delhi,2024-07-31,12:30,31,7,1,839,1200,9
12962,Delhi,Hyderabad,2024-11-17,22:15,17,11,0,790,1000,8
12963,Mumbai,Pune,2024-09-29,19:45,29,9,0,1157,1200,9
12964,Delhi,Chennai,2024-08-24,04:15,24,8,0,354,1200,7
12965,Chennai,Mumbai,2024-02-02,20:15,2,2,0,1066,1000,5
12966,Kolkata,Delhi,2024-05-11,21:15,11,5,0,615,800,3
12967,Delhi,Hyderabad,2024-05-05,09:45,5,5,1,697,1200,7
12968,Kolkata,Hyderabad,2024-04-13,05:30,13,4,0,339,800,5
12969,Kolkata,Bangalore,2024-03-31,20:00,31,3,1,1186,1200,1
12970,Hyderabad,Delhi,2024-06-09,19:30,9,6,1,1087,800,6
12971,Kolkata,Pune,2024-02-16,12:15,16,2,0,441,800,9
12972,Kolkata,Bangalore,2024-09-25,08:45,25,9,0,1105,800,10
12973,Hyderabad,Chennai,2024-06-17,18:45,17,6,0,1025,1200,7
12974,Delhi,Mumbai,2024-02-24,05:15,24,2,1,1193,1000,7
12975,Mumbai,Kolkata,2024-01-29,15:30,29,1,0,916,800,9
12976,Chennai,Bangalore,2024-12-15,07:30,15,12,0,1100,800,8
12977,Kolkata,Mumbai,2024-06-06,00:00,6,6,0,1061,1200,4
12978,Mumbai,Kolkata,2024-07-15,09:30,15,7,0,1124,1200,9
12979,Pune,Delhi,2024-08-14,12:00,14,8,0,1131,1000,5
12980,Hyderabad,Mumbai,2024-06-01,06:15,1,6,0,1137,1000,7
12981,Pune,Hyderabad,2024-05-20,02:45,20,5,1,682,1200,6
12982,Kolkata,Chennai,2024-02-21,05:30,21,2,0,718,800,7
12983,Bangalore,Pune,2024-10-07,23:30,7,10,0,664,1200,1
12984,Kolkata,Pune,2024-04-04,20:45,4,4,0,1010,1200,1
12985,Chennai,Delhi,2024-11-17,09:30,17,11,0,789,800,3
12986,Delhi,Kolkata,2024-11-28,04:45,28,11,1,1011,1000,8
12987,Pune,Kolkata,2024-03-09,08:15,9,3,0,903,1200,5
12988,Delhi,Hyderabad,2024-07-31,11:15,31,7,0,602,1000,1
12989,Hyderabad,Kolkata,2024-11-27,19:15,27,11,1,1128,800,4
12990,Mumbai,Pune,2024-03-27,01:45,27,3,0,832,1000,3
12991,Hyderabad,Chennai,2024-03-28,18:00,28,3,1,214,1200,8
12992,Pune,Kolkata,2024-09-10,03:15,10,9,0,930,800,5
12993,Mumbai,Pune,2024-09-10,12:15,10,9,0,641,800,5
12994,Kolkata,Pune,2024-04-06,13:15,6,4,0,618,800,5
12995,Mumbai,Delhi,2024-11-12,14:15,12,11,1,578,1200,2
12996,Hyderabad,Bangalore,2024-03-09,10:45,9,3,1,903,800,7
12997,Kolkata,Bangalore,2024-05-11,02:00,11,5,0,770,800,6
12998,Delhi,Bangalore,2024-06-30,19:00,30,6,1,205,1000,5
12999,Chennai,Pune,2024-07-08,04:00,8,7,0,794,800,3
13000,Bangalore,Chennai,2024-06-22,14:15,22,6,1,291,1000,3
13001,Mumbai,Hyderabad,2024-06-09,01:15,9,6,0,711,1000,7
13002,Mumbai,Chennai,2024-11-09,08:30,9,11,0,646,800,8
13003,Pune,Delhi,2024-10-11,21:45,11,10,0,254,800,1
13004,Delhi,Mumbai,2024-01-19,15:30,19,1,1,367,1200,7
13005,Hyderabad,Bangalore,2024-01-21,14:30,21,1,1,926,1200,8
13006,Chennai,Hyderabad,2024-03-16,03:30,16,3,0,295,800,3
13007,Pune,Delhi,2024-09-17,08:15,17,9,0,797,800,7
13008,Hyderabad,Mumbai,2024-09-12,21:00,12,9,0,1108,1000,5
13009,Kolkata,Pune,2024-03-03,12:30,3,3,0,804,800,3
13010,Hyderabad,Delhi,2024-08-23,22:45,23,8,0,664,1200,10
13011,Kolkata,Hyderabad,2024-06-17,01:45,17,6,0,532,1200,4
13012,Pune,Hyderabad,2024-11-25,09:30,25,11,0,1017,800,9
13013,Bangalore,Chennai,2024-02-17,12:30,17,2,1,382,800,2
13014,Hyderabad,Mumbai,2024-03-24,12:45,24,3,0,491,1200,2
13015,Mumbai,Bangalore,2024-08-09,23:30,9,8,0,1125,1200,6
13016,Kolkata,Hyderabad,2024-07-07,16:15,7,7,1,701,1000,8
13017,Mumbai,Kolkata,2024-11-03,13:00,3,11,0,974,1000,10
13018,Delhi,Bangalore,2024-11-18,13:00,18,11,0,241,1200,8
13019,Kolkata,Delhi,2024-11-27,21:15,27,11,0,1153,1000,5
13020,Chennai,Bangalore,2024-02-10,15:30,10,2,0,352,800,4
13021,Bangalore,Chennai,2024-05-31,18:00,31,5,0,764,800,9
13022,Hyderabad,Kolkata,2024-08-05,13:00,5,8,0,675,1200,6
13023,Mumbai,Kolkata,2024-02-11,16:00,11,2,1,316,1200,3
13024,Pune,Delhi,2024-07-20,01:00,20,7,0,626,1200,6
13025,Bangalore,Pune,2024-08-20,21:45,20,8,0,838,1000,3
13026,Delhi,Mumbai,2024-02-10,23:30,10,2,0,1092,1200,7
13027,Bangalore,Hyderabad,2024-01-03,12:00,3,1,1,213,800,8
13028,Kolkata,Chennai,2024-12-02,23:45,2,12,0,510,1200,7
13029,Pune,Mumbai,2024-02-14,04:15,14,2,0,214,800,1
13030,Kolkata,Delhi,2024-01-14,06:45,14,1,0,864,800,7
13031,Pune,Kolkata,2024-10-02,06:00,2,10,0,508,1000,8
13032,Chennai,Hyderabad,2024-02-29,05:15,29,2,1,956,1200,8
13033,Chennai,Hyderabad,2024-08-18,18:15,18,8,1,406,1000,1
13034,Mumbai,Hyderabad,2024-02-22,20:45,22,2,0,625,1000,1
13035,Chennai,Bangalore,2024-09-05,16:45,5,9,0,437,1200,9
13036,Hyderabad,Bangalore,2024-10-22,10:00,22,10,1,474,1200,8
13037,Hyderabad,Bangalore,2024-11-14,20:30,14,11,1,659,1200,1
13038,Delhi,Chennai,2024-04-08,15:30,8,4,0,648,800,10
13039,Kolkata,Mumbai,2024-11-04,22:45,4,11,1,334,1000,7
13040,Pune,Kolkata,2024-11-30,23:30,30,11,0,1015,1000,10
13041,Delhi,Chennai,2024-12-19,23:00,19,12,0,883,1000,3
13042,Delhi,Mumbai,2024-11-06,15:00,6,11,1,1012,1000,5
13043,Delhi,Mumbai,2024-10-12,01:00,12,10,0,567,1000,3
13044,Delhi,Kolkata,2024-01-17,02:30,17,1,0,640,800,2
13045,Bangalore,Delhi,2024-09-06,08:30,6,9,0,1003,1000,9
13046,Mumbai,Delhi,2024-12-19,16:00,19,12,1,923,800,8
13047,Pune,Hyderabad,2024-02-24,19:00,24,2,0,1043,1200,9
13048,Hyderabad,Mumbai,2024-11-18,03:15,18,11,0,1132,1000,5
13049,Kolkata,Chennai,2024-09-16,15:00,16,9,0,357,1200,6
13050,Pune,Delhi,2024-03-03,06:45,3,3,0,1192,1000,4
13051,Pune,Chennai,2024-06-23,09:15,23,6,0,287,1000,7
13052,Mumbai,Pune,2024-12-06,07:15,6,12,1,971,1200,4
13053,Delhi,Bangalore,2024-07-30,13:45,30,7,0,1174,1200,1
13054,Chennai,Delhi,2024-01-06,22:00,6,1,0,286,1000,7
13055,Pune,Delhi,2024-08-10,01:45,10,8,0,977,800,10
13056,Hyderabad,Pune,2024-12-04,16:30,4,12,0,629,1000,6
13057,Mumbai,Hyderabad,2024-05-23,16:15,23,5,1,917,1000,4
13058,Bangalore,Kolkata,2024-11-12,20:45,12,11,1,914,1000,4
13059,Mumbai,Hyderabad,2024-01-19,17:30,19,1,0,599,1200,9
13060,Bangalore,Mumbai,2024-04-19,02:30,19,4,0,733,1000,1
13061,Hyderabad,Kolkata,2024-10-30,08:15,30,10,1,1052,1000,9
13062,Hyderabad,Pune,2024-01-31,11:30,31,1,0,842,1200,2
13063,Hyderabad,Pune,2024-03-04,14:30,4,3,0,786,1200,8
13064,Mumbai,Delhi,2024-10-24,18:15,24,10,0,558,1000,10
13065,Kolkata,Delhi,2024-07-12,16:15,12,7,0,307,1000,6
13066,Chennai,Hyderabad,2024-03-16,22:45,16,3,0,1048,1000,2
13067,Hyderabad,Bangalore,2024-03-07,15:15,7,3,0,656,800,9
13068,Chennai,Kolkata,2024-10-13,16:45,13,10,1,1092,1000,7
13069,Chennai,Pune,2024-09-07,23:45,7,9,0,1043,800,9
13070,Delhi,Bangalore,2024-12-30,14:15,30,12,0,1191,1200,4
13071,Chennai,Bangalore,2024-01-17,23:15,17,1,0,1166,1200,2
13072,Bangalore,Chennai,2024-02-26,03:30,26,2,0,785,1000,9
13073,Delhi,Hyderabad,2024-07-09,09:30,9,7,1,510,1000,1
13074,Pune,Delhi,2024-03-13,18:45,13,3,0,249,1000,4
13075,Delhi,Pune,2024-09-07,00:00,7,9,0,760,1000,1
13076,Chennai,Bangalore,2024-10-20,09:45,20,10,1,1121,1000,8
13077,Pune,Kolkata,2024-11-06,04:15,6,11,1,716,1200,8
13078,Kolkata,Chennai,2024-03-17,23:30,17,3,1,291,1200,7
13079,Delhi,Bangalore,2024-06-22,17:00,22,6,1,1181,1200,5
13080,Kolkata,Hyderabad,2024-03-25,22:00,25,3,0,785,1200,9
13081,Kolkata,Hyderabad,2024-11-25,17:00,25,11,0,397,1200,10
13082,Bangalore,Delhi,2024-08-31,16:00,31,8,0,323,1200,1
13083,Mumbai,Delhi,2024-05-05,22:45,5,5,0,286,1200,7
13084,Bangalore,Hyderabad,2024-09-08,00:30,8,9,1,647,800,1
13085,Pune,Bangalore,2024-06-11,12:30,11,6,0,293,800,9
13086,Delhi,Chennai,2024-03-14,05:30,14,3,0,986,800,5
13087,Chennai,Pune,2024-03-27,01:30,27,3,0,385,800,5
13088,Chennai,Hyderabad,2024-06-12,04:45,12,6,0,1114,1000,7
13089,Pune,Hyderabad,2024-01-27,06:15,27,1,0,970,1200,8
13090,Bangalore,Kolkata,2024-07-16,03:30,16,7,1,262,1000,9
13091,Chennai,Hyderabad,2024-09-04,00:45,4,9,0,848,800,5
13092,Bangalore,Kolkata,2024-12-11,03:15,11,12,0,981,1200,5
13093,Bangalore,Chennai,2024-08-16,02:15,16,8,0,1001,800,9
13094,Delhi,Mumbai,2024-10-02,13:45,2,10,1,242,800,10
13095,Mumbai,Pune,2024-03-26,00:00,26,3,0,1155,1000,10
13096,Mumbai,Pune,2024-07-13,11:15,13,7,0,799,1200,1
13097,Delhi,Pune,2024-09-30,18:00,30,9,1,507,800,2
13098,Pune,Delhi,2024-10-11,08:45,11,10,0,415,1200,6
13099,Kolkata,Mumbai,2024-12-28,14:30,28,12,0,451,1200,6
13100,Delhi,Bangalore,2024-11-02,10:00,2,11,0,1135,1200,1
13101,Bangalore,Chennai,2024-01-03,00:15,3,1,1,623,1200,7
13102,Bangalore,Hyderabad,2024-11-28,20:00,28,11,1,751,800,2
13103,Mumbai,Bangalore,2024-11-03,11:45,3,11,0,381,1200,2
13104,Chennai,Mumbai,2024-04-08,14:00,8,4,0,426,1200,5
13105,Kolkata,Pune,2024-07-02,06:00,2,7,0,1035,1200,4
13106,Delhi,Bangalore,2024-07-04,01:30,4,7,0,704,1200,1
13107,Delhi,Pune,2024-07-21,03:30,21,7,1,782,1200,3
13108,Bangalore,Delhi,2024-12-03,23:15,3,12,0,266,1200,2
13109,Delhi,Chennai,2024-10-18,07:30,18,10,0,396,1200,9
13110,Bangalore,Mumbai,2024-12-14,17:45,14,12,0,202,1000,6
13111,Chennai,Bangalore,2024-05-20,03:45,20,5,0,707,1000,4
13112,Hyderabad,Chennai,2024-08-03,17:45,3,8,1,523,800,4
13113,Mumbai,Hyderabad,2024-10-19,00:15,19,10,0,906,1000,4
13114,Delhi,Mumbai,2024-06-17,09:00,17,6,0,841,1200,1
13115,Chennai,Bangalore,2024-01-13,18:30,13,1,0,1060,1000,2
13116,Chennai,Delhi,2024-06-23,01:30,23,6,0,732,800,10
13117,Bangalore,Chennai,2024-02-18,20:45,18,2,0,792,800,1
13118,Hyderabad,Bangalore,2024-06-09,22:00,9,6,0,1001,800,8
13119,Hyderabad,Chennai,2024-11-08,20:45,8,11,0,267,800,9
13120,Hyderabad,Chennai,2024-07-14,12:00,14,7,0,832,1000,10
13121,Pune,Kolkata,2024-11-15,00:45,15,11,1,593,1000,10
13122,Bangalore,Hyderabad,2024-06-22,20:00,22,6,0,664,1200,10
13123,Delhi,Hyderabad,2024-02-22,00:00,22,2,0,807,800,9
13124,Mumbai,Chennai,2024-08-03,15:45,3,8,0,390,800,1
13125,Hyderabad,Mumbai,2024-06-08,18:45,8,6,0,725,1200,5
13126,Bangalore,Kolkata,2024-03-15,04:45,15,3,0,516,1200,5
13127,Mumbai,Hyderabad,2024-09-22,18:15,22,9,0,258,800,7
13128,Mumbai,Delhi,2024-04-12,20:15,12,4,0,1004,800,4
13129,Kolkata,Chennai,2024-12-21,22:45,21,12,0,814,1200,10
13130,Bangalore,Mumbai,2024-11-11,09:45,11,11,0,536,800,8
13131,Pune,Hyderabad,2024-09-10,07:00,10,9,0,854,800,8
13132,Bangalore,Delhi,2024-05-02,15:30,2,5,1,1026,1200,4
13133,Chennai,Delhi,2024-01-04,11:00,4,1,0,275,1000,9
13134,Hyderabad,Mumbai,2024-05-28,14:15,28,5,0,846,1200,1
13135,Hyderabad,Mumbai,2024-04-11,09:15,11,4,0,424,1000,6
13136,Pune,Bangalore,2024-05-05,05:15,5,5,0,222,800,2
13137,Hyderabad,Pune,2024-03-11,12:00,11,3,0,546,800,8
13138,Delhi,Chennai,2024-07-09,21:15,9,7,1,1163,1200,2
13139,Hyderabad,Mumbai,2024-03-07,06:15,7,3,0,745,1000,6
13140,Bangalore,Chennai,2024-11-21,07:00,21,11,0,981,1200,9
13141,Mumbai,Delhi,2024-06-16,07:00,16,6,0,844,1000,9
13142,Bangalore,Chennai,2024-04-17,23:00,17,4,0,1003,1000,3
13143,Bangalore,Chennai,2024-11-26,16:30,26,11,1,710,1200,3
13144,Mumbai,Pune,2024-07-10,16:45,10,7,1,932,1000,5
13145,Bangalore,Chennai,2024-11-22,18:00,22,11,0,412,800,8
13146,Pune,Delhi,2024-07-21,06:30,21,7,0,635,1000,6
13147,Mumbai,Kolkata,2024-02-13,04:00,13,2,0,502,1000,4
13148,Bangalore,Hyderabad,2024-08-26,16:30,26,8,1,636,1000,7
13149,Chennai,Mumbai,2024-09-11,10:30,11,9,0,591,800,8
13150,Delhi,Chennai,2024-11-26,02:30,26,11,0,1123,800,9
13151,Bangalore,Kolkata,2024-11-25,02:30,25,11,0,1148,800,2
13152,Hyderabad,Chennai,2024-01-20,17:15,20,1,0,541,800,5
13153,Mumbai,Pune,2024-12-15,08:15,15,12,0,922,1200,9
13154,Mumbai,Hyderabad,2024-06-02,09:30,2,6,1,1001,1000,10
13155,Pune,Kolkata,2024-01-07,15:15,7,1,0,1086,1000,4
13156,Kolkata,Pune,2024-04-17,15:15,17,4,1,728,1200,8
13157,Mumbai,Hyderabad,2024-06-09,06:45,9,6,1,988,1200,4
13158,Chennai,Bangalore,2024-10-12,00:30,12,10,0,342,1200,5
13159,Kolkata,Hyderabad,2024-09-12,21:30,12,9,1,547,800,7
13160,Kolkata,Chennai,2024-12-19,17:30,19,12,0,533,1200,10
13161,Pune,Hyderabad,2024-03-12,04:30,12,3,1,781,1200,7
13162,Delhi,Bangalore,2024-02-02,17:45,2,2,0,392,1000,6
13163,Bangalore,Chennai,2024-11-23,09:00,23,11,0,375,800,1
13164,Pune,Kolkata,2024-11-04,15:00,4,11,0,391,800,7
13165,Mumbai,Delhi,2024-04-29,09:00,29,4,0,665,800,9
13166,Hyderabad,Mumbai,2024-06-16,13:45,16,6,0,360,800,9
13167,Chennai,Bangalore,2024-02-05,12:15,5,2,0,333,800,7
13168,Pune,Kolkata,2024-12-06,15:15,6,12,0,818,1200,10
13169,Delhi,Kolkata,2024-12-16,14:30,16,12,0,406,800,8
